"macAddress","datetime","datetime_local","virusIndex","moldIndex","temperature","humidity","pm25","tvoc","co2","co","airPressure","ozone","no2"
"60b6e1af6f4f",2025-02-11 15:00:00,2025-02-11 10:00:00,3,4,26.4,69.8,6,178,635,0,1000.9,5,0
"60b6e1af6f4f",2025-02-11 16:00:00,2025-02-11 11:00:00,4,6,26.5,72,5,58,623,0,1000.5,6,10
"60b6e1af6f4f",2025-02-11 17:00:00,2025-02-11 12:00:00,4,6,26.9,70.4,3,207,628,0,999.9,5,3
"60b6e1af6f4f",2025-02-11 18:00:00,2025-02-11 13:00:00,3,4,27.2,67.9,5,314,568,0,999.1,4,0
"60b6e1af6f4f",2025-02-11 19:00:00,2025-02-11 14:00:00,4,6,27,71.8,3,183,549,0,998.6,5,0
"60b6e1af6f4f",2025-02-11 20:00:00,2025-02-11 15:00:00,4,6,27.4,71.9,3,217,584,0,998.1,5,0
"60b6e1af6f4f",2025-02-11 21:00:00,2025-02-11 16:00:00,3,4,27.9,67.1,3,260,596,0,997.9,5,0
"60b6e1af6f4f",2025-02-11 22:00:00,2025-02-11 17:00:00,3,4,27.6,68.1,4,110,582,0,998,5,0
"60b6e1af6f4f",2025-02-11 23:00:00,2025-02-11 18:00:00,3,4,28,65.7,4,207,620,0,998.5,5,1
"60b6e1af6f4f",2025-02-12,2025-02-11 19:00:00,3,4,28.4,62.8,6,281,620,0,999.2,5,1
"60b6e1af6f4f",2025-02-12 01:00:00,2025-02-11 20:00:00,3,4,28.5,65.1,4,276,658,0,999.8,5,1
"60b6e1af6f4f",2025-02-12 02:00:00,2025-02-11 21:00:00,3,4,28.1,69.5,5,323,694,0,1000.4,4,1
"60b6e1af6f4f",2025-02-12 03:00:00,2025-02-11 22:00:00,4,6,27.5,72.8,4,1075,642,0,1000.9,4,0
"60b6e1af6f4f",2025-02-12 04:00:00,2025-02-11 23:00:00,5,7,27.3,74.6,4,529,863,0,1000.7,4,0
"60b6e1af6f4f",2025-02-12 05:00:00,2025-02-12,4,6,27,75.5,4,45,595,0,1000,5,1
"60b6e1af6f4f",2025-02-12 06:00:00,2025-02-12 01:00:00,4,6,26.4,77.5,4,40,556,0,999.5,5,1
"60b6e1af6f4f",2025-02-12 07:00:00,2025-02-12 02:00:00,4,6,26.1,78.7,4,41,550,0,998.9,5,0
"60b6e1af6f4f",2025-02-12 08:00:00,2025-02-12 03:00:00,4,6,26,79.2,5,46,549,0,998.5,4,0
"60b6e1af6f4f",2025-02-12 09:00:00,2025-02-12 04:00:00,5,7,25.6,80.5,5,43,550,0,998.4,5,1
"60b6e1af6f4f",2025-02-12 10:00:00,2025-02-12 05:00:00,5,7,25.2,82.4,3,26,550,0,998.6,5,0
"60b6e1af6f4f",2025-02-12 11:00:00,2025-02-12 06:00:00,5,7,25.2,82.6,4,92,571,0,999.1,4,1
"60b6e1af6f4f",2025-02-12 12:00:00,2025-02-12 07:00:00,5,7,25.1,82.7,7,175,587,0.1,999.8,4,1
"60b6e1af6f4f",2025-02-12 13:00:00,2025-02-12 08:00:00,5,6,24.8,84.4,5,53,565,0,1000.5,5,0
"60b6e1af6f4f",2025-02-12 14:00:00,2025-02-12 09:00:00,5,7,25.8,82,7,143,589,0.1,1000.8,4,1
"60b6e1af6f4f",2025-02-12 15:00:00,2025-02-12 10:00:00,5,7,25.5,81.8,10,83,559,0,1000.7,5,0
"60b6e1af6f4f",2025-02-12 16:00:00,2025-02-12 11:00:00,5,7,25.4,83.3,8,202,554,0,1000.5,5,0
"60b6e1af6f4f",2025-02-12 17:00:00,2025-02-12 12:00:00,5,7,25.5,81.7,8,44,554,0,1000.4,5,1
"60b6e1af6f4f",2025-02-12 18:00:00,2025-02-12 13:00:00,5,6,24.9,83.3,7,12,554,0,1000.2,5,0
"60b6e1af6f4f",2025-02-12 19:00:00,2025-02-12 14:00:00,4,6,25.8,79.9,10,178,561,0,999.7,5,0
"60b6e1af6f4f",2025-02-12 20:00:00,2025-02-12 15:00:00,4,6,25.6,79.6,12,169,550,0,999.3,5,1
"60b6e1af6f4f",2025-02-12 21:00:00,2025-02-12 16:00:00,4,6,25.9,78.7,9,1140,583,0,999.1,5,0
"60b6e1af6f4f",2025-02-12 22:00:00,2025-02-12 17:00:00,5,7,25.2,80.8,6,475,560,0,999.7,6,3
"60b6e1af6f4f",2025-02-12 23:00:00,2025-02-12 18:00:00,5,6,24.6,83.2,6,640,567,0,1000.5,6,8
"60b6e1af6f4f",2025-02-13,2025-02-12 19:00:00,5,7,25,83.5,8,784,595,0.2,1001.4,5,1
"60b6e1af6f4f",2025-02-13 01:00:00,2025-02-12 20:00:00,6,8,25.5,81.5,15,1654,600,0.3,1002.1,5,0
"60b6e1af6f4f",2025-02-13 02:00:00,2025-02-12 21:00:00,5,7,26,81.5,14,1067,614,0.4,1002.6,4,1
"60b6e1af6f4f",2025-02-13 03:00:00,2025-02-12 22:00:00,5,7,25.4,83.8,15,1143,595,0.3,1002.8,4,0
"60b6e1af6f4f",2025-02-13 04:00:00,2025-02-12 23:00:00,5,7,25.7,81.4,12,871,591,0.2,1002.2,4,0
"60b6e1af6f4f",2025-02-13 05:00:00,2025-02-13,5,7,25.5,81.3,9,435,576,0,1001.6,5,1
"60b6e1af6f4f",2025-02-13 06:00:00,2025-02-13 01:00:00,5,7,25.5,81,9,313,559,0,1001,5,0
"60b6e1af6f4f",2025-02-13 07:00:00,2025-02-13 02:00:00,5,7,25.2,81.1,6,204,545,0,1000.6,5,1
"60b6e1af6f4f",2025-02-13 08:00:00,2025-02-13 03:00:00,5,6,24.9,82.3,5,200,544,0,1000.6,5,0
"60b6e1af6f4f",2025-02-13 09:00:00,2025-02-13 04:00:00,5,6,24.6,84,5,180,544,0,1000.8,5,0
"60b6e1af6f4f",2025-02-13 10:00:00,2025-02-13 05:00:00,5,6,24.4,85.2,6,258,551,0,1001.1,5,0
"60b6e1af6f4f",2025-02-13 11:00:00,2025-02-13 06:00:00,5,6,24.8,84.6,7,364,577,0,1001.4,4,0
"60b6e1af6f4f",2025-02-13 12:00:00,2025-02-13 07:00:00,5,7,25,83.7,11,289,597,0.1,1001.9,5,1
"60b6e1af6f4f",2025-02-13 13:00:00,2025-02-13 08:00:00,5,7,25.1,83.1,8,266,566,0.1,1002.3,5,0
"60b6e1af6f4f",2025-02-13 14:00:00,2025-02-13 09:00:00,5,7,25.1,82.7,7,219,549,0,1002.5,5,0
"60b6e1af6f4f",2025-02-13 15:00:00,2025-02-13 10:00:00,5,7,25.3,82.6,8,243,565,0,1002.2,5,1
"60b6e1af6f4f",2025-02-13 17:00:00,2025-02-13 12:00:00,5,6,24.7,84.8,4,143,551,0,1001.2,8,19
"60b6e1af6f4f",2025-02-13 18:00:00,2025-02-13 13:00:00,4,6,26,79.5,4,168,548,0,1001,7,11
"60b6e1af6f4f",2025-02-13 19:00:00,2025-02-13 14:00:00,4,6,26.8,76.5,4,333,529,0,1000.4,5,3
"60b6e1af6f4f",2025-02-13 20:00:00,2025-02-13 15:00:00,4,6,27.2,73.2,3,196,547,0,999.9,5,0
"60b6e1af6f4f",2025-02-13 21:00:00,2025-02-13 16:00:00,4,6,27.6,71.6,3,208,563,0,999.8,5,1
"60b6e1af6f4f",2025-02-13 22:00:00,2025-02-13 17:00:00,4,6,27.6,71,4,244,550,0,1000.6,5,0
"60b6e1af6f4f",2025-02-13 23:00:00,2025-02-13 18:00:00,4,6,27.1,72.4,6,219,547,0,1001.4,5,0
"60b6e1af6f4f",2025-02-14,2025-02-13 19:00:00,4,6,27.2,72.1,5,216,553,0,1002.1,5,0
"60b6e1af6f4f",2025-02-14 01:00:00,2025-02-13 20:00:00,4,6,27.3,72.1,6,306,569,0,1002.7,4,1
"60b6e1af6f4f",2025-02-14 02:00:00,2025-02-13 21:00:00,4,6,27,74.5,5,253,548,0,1003.3,4,1
"60b6e1af6f4f",2025-02-14 03:00:00,2025-02-13 22:00:00,4,6,27.1,72.5,4,466,557,0,1003.8,5,3
"60b6e1af6f4f",2025-02-14 04:00:00,2025-02-13 23:00:00,4,6,27.1,73.6,5,1747,567,0,1003.8,5,5
"60b6e1af6f4f",2025-02-14 05:00:00,2025-02-14,4,6,26.8,75.1,3,284,541,0,1003.3,4,0
"60b6e1af6f4f",2025-02-14 06:00:00,2025-02-14 01:00:00,4,6,26.6,76.7,3,211,534,0,1002.8,4,1
"60b6e1af6f4f",2025-02-14 07:00:00,2025-02-14 02:00:00,4,6,26.4,77.6,4,173,532,0,1002.4,4,0
"60b6e1af6f4f",2025-02-14 08:00:00,2025-02-14 03:00:00,4,6,26.1,78.5,3,117,526,0,1002.5,5,0
"60b6e1af6f4f",2025-02-14 09:00:00,2025-02-14 04:00:00,4,6,25.7,79.8,4,80,525,0,1002.4,5,0
"60b6e1af6f4f",2025-02-14 10:00:00,2025-02-14 05:00:00,5,6,24.8,82.9,5,28,527,0,1002.7,5,1
"60b6e1af6f4f",2025-02-14 11:00:00,2025-02-14 06:00:00,4,6,23.7,87.3,4,22,530,0,1003.4,5,1
"60b6e1af6f4f",2025-02-14 12:00:00,2025-02-14 07:00:00,4,6,23.3,88.5,3,46,537,0,1004.2,5,1
"60b6e1af6f4f",2025-02-14 13:00:00,2025-02-14 08:00:00,4,6,23.6,87.7,4,67,541,0,1004.5,5,0
"60b6e1af6f4f",2025-02-14 14:00:00,2025-02-14 09:00:00,4,6,23.8,86.9,4,17,533,0,1004.6,5,0
"60b6e1af6f4f",2025-02-14 15:00:00,2025-02-14 10:00:00,5,7,25.1,81.1,6,43,534,0,1004.1,5,0
"60b6e1af6f4f",2025-02-14 16:00:00,2025-02-14 11:00:00,5,6,24.3,82.7,4,8,528,0,1003.7,6,1
"60b6e1af6f4f",2025-02-14 17:00:00,2025-02-14 12:00:00,5,6,24.3,82.8,3,11,524,0,1003.1,6,1
"60b6e1af6f4f",2025-02-14 18:00:00,2025-02-14 13:00:00,5,6,24.9,81.9,2,30,522,0,1002.6,6,2
"60b6e1af6f4f",2025-02-14 19:00:00,2025-02-14 14:00:00,4,6,25.6,79.9,3,44,522,0,1001.8,5,0
"60b6e1af6f4f",2025-02-14 20:00:00,2025-02-14 15:00:00,4,6,25.9,78.3,2,91,523,0,1001.4,5,0
"60b6e1af6f4f",2025-02-14 21:00:00,2025-02-14 16:00:00,4,6,26.4,76.9,3,221,524,0,1001.1,5,1
"60b6e1af6f4f",2025-02-14 22:00:00,2025-02-14 17:00:00,4,6,26.7,76.8,3,422,530,0,1001.2,4,1
"60b6e1af6f4f",2025-02-14 23:00:00,2025-02-14 18:00:00,4,6,26.5,78.5,3,762,543,0,1001.8,4,0
"60b6e1af6f4f",2025-02-15,2025-02-14 19:00:00,4,6,26.6,78.3,3,564,535,0,1002.5,4,0
"60b6e1af6f4f",2025-02-15 01:00:00,2025-02-14 20:00:00,4,6,26.4,78.7,3,568,538,0,1003,4,1
"60b6e1af6f4f",2025-02-15 02:00:00,2025-02-14 21:00:00,5,7,26.1,80.2,4,594,556,0,1003.2,4,0
"60b6e1af6f4f",2025-02-15 03:00:00,2025-02-14 22:00:00,5,7,26.1,80.2,5,656,557,0,1003.2,4,0
"60b6e1af6f4f",2025-02-15 04:00:00,2025-02-14 23:00:00,5,7,25.1,82.9,4,272,536,0,1002.9,4,1
"60b6e1af6f4f",2025-02-15 05:00:00,2025-02-15,5,6,24.8,83.4,3,194,533,0,1002.3,4,0
"60b6e1af6f4f",2025-02-15 06:00:00,2025-02-15 01:00:00,5,7,25.1,82.3,2,211,529,0,1001.7,4,0
"60b6e1af6f4f",2025-02-15 07:00:00,2025-02-15 02:00:00,5,7,25.6,80.8,2,344,541,0,1001.1,4,1
"60b6e1af6f4f",2025-02-15 08:00:00,2025-02-15 03:00:00,5,7,25.7,80.2,2,533,527,0,1000.3,4,0
"60b6e1af6f4f",2025-02-15 09:00:00,2025-02-15 04:00:00,5,7,25.4,81.2,2,425,523,0,1000.2,4,0
"60b6e1af6f4f",2025-02-15 10:00:00,2025-02-15 05:00:00,5,7,25.1,81.7,3,510,524,0,1000.7,4,0
"60b6e1af6f4f",2025-02-15 11:00:00,2025-02-15 06:00:00,5,6,24.7,83,2,315,520,0,1001.5,4,1
"60b6e1af6f4f",2025-02-15 12:00:00,2025-02-15 07:00:00,5,7,25.1,81.8,1,507,533,0,1001.9,4,1
"60b6e1af6f4f",2025-02-15 13:00:00,2025-02-15 08:00:00,5,6,24.4,84.2,2,227,524,0,1002.3,4,1
"60b6e1af6f4f",2025-02-15 14:00:00,2025-02-15 09:00:00,4,6,23.4,87.9,3,158,522,0,1002.6,5,0
"60b6e1af6f4f",2025-02-15 15:00:00,2025-02-15 10:00:00,4,6,23.8,86.3,3,67,522,0,1002.5,5,0
"60b6e1af6f4f",2025-02-15 16:00:00,2025-02-15 11:00:00,5,6,24.9,83.4,2,271,549,0,1002.2,4,0
"60b6e1af6f4f",2025-02-15 17:00:00,2025-02-15 12:00:00,5,7,25.6,81,2,452,553,0,1001.7,4,1
"60b6e1af6f4f",2025-02-15 18:00:00,2025-02-15 13:00:00,5,7,25.6,80.9,2,197,532,0,1000.9,4,1
"60b6e1af6f4f",2025-02-15 19:00:00,2025-02-15 14:00:00,5,7,25.2,81.9,1,155,522,0,1000,5,0
"60b6e1af6f4f",2025-02-15 20:00:00,2025-02-15 15:00:00,5,7,25.3,81.7,2,190,517,0,999.6,4,1
"60b6e1af6f4f",2025-02-15 21:00:00,2025-02-15 16:00:00,5,7,25,83,2,103,523,0,999.4,5,1
"60b6e1af6f4f",2025-02-15 22:00:00,2025-02-15 17:00:00,5,7,25.3,81.4,2,138,531,0,999.5,4,0
"60b6e1af6f4f",2025-02-15 23:00:00,2025-02-15 18:00:00,5,7,25.2,82,3,198,532,0,999.9,4,0
"60b6e1af6f4f",2025-02-16,2025-02-15 19:00:00,5,6,24.8,83.2,4,314,536,0,1000.3,4,1
"60b6e1af6f4f",2025-02-16 01:00:00,2025-02-15 20:00:00,5,7,25,83.3,3,393,533,0,1001,4,0
"60b6e1af6f4f",2025-02-16 02:00:00,2025-02-15 21:00:00,5,7,25.1,83.1,4,504,563,0,1001.5,4,1
"60b6e1af6f4f",2025-02-16 03:00:00,2025-02-15 22:00:00,5,7,25.3,82.5,3,425,547,0,1001.9,4,1
"60b6e1af6f4f",2025-02-16 04:00:00,2025-02-15 23:00:00,5,7,25.3,81.9,3,521,550,0,1001.9,4,0
"60b6e1af6f4f",2025-02-16 05:00:00,2025-02-16,5,7,25.6,80.6,3,820,566,0,1001.4,4,1
"60b6e1af6f4f",2025-02-16 06:00:00,2025-02-16 01:00:00,5,7,25.4,80.7,4,568,552,0,1000.6,4,1
"60b6e1af6f4f",2025-02-16 07:00:00,2025-02-16 02:00:00,5,7,25.4,80.9,3,637,539,0,999.9,4,0
"60b6e1af6f4f",2025-02-16 08:00:00,2025-02-16 03:00:00,5,7,25.4,81,2,804,535,0,999.4,4,0
"60b6e1af6f4f",2025-02-16 09:00:00,2025-02-16 04:00:00,5,7,25.3,81.2,2,818,531,0,999.5,4,1
"60b6e1af6f4f",2025-02-16 10:00:00,2025-02-16 05:00:00,5,7,25.2,81.5,2,569,530,0,1000,4,1
"60b6e1af6f4f",2025-02-16 11:00:00,2025-02-16 06:00:00,5,7,25,81.9,3,358,527,0,1000.6,4,0
"60b6e1af6f4f",2025-02-16 12:00:00,2025-02-16 07:00:00,5,6,24.6,83.4,2,147,522,0,1001.2,4,1
"60b6e1af6f4f",2025-02-16 13:00:00,2025-02-16 08:00:00,4,6,22.9,89.6,2,6,512,0,1001.5,5,0
"60b6e1af6f4f",2025-02-16 14:00:00,2025-02-16 09:00:00,4,6,22.7,90.6,2,21,513,0,1001.6,5,1
"60b6e1af6f4f",2025-02-16 15:00:00,2025-02-16 10:00:00,4,6,23.3,88.5,1,20,512,0,1001.9,5,0
"60b6e1af6f4f",2025-02-16 16:00:00,2025-02-16 11:00:00,4,6,23.4,87.9,2,10,512,0,1001.6,5,0
"60b6e1af6f4f",2025-02-16 17:00:00,2025-02-16 12:00:00,4,6,23.7,85.8,2,21,511,0,1001.5,5,1
"60b6e1af6f4f",2025-02-16 18:00:00,2025-02-16 13:00:00,4,6,23.9,84.4,2,30,511,0,1000.8,5,1
"60b6e1af6f4f",2025-02-16 19:00:00,2025-02-16 14:00:00,5,6,24.8,80.9,2,247,510,0,1000.1,5,1
"60b6e1af6f4f",2025-02-16 20:00:00,2025-02-16 15:00:00,5,6,24.4,81.9,2,147,509,0,999.8,5,0
"60b6e1af6f4f",2025-02-16 21:00:00,2025-02-16 16:00:00,5,6,24.5,81,2,192,510,0,999.5,5,0
"60b6e1af6f4f",2025-02-16 22:00:00,2025-02-16 17:00:00,5,6,24.5,82,2,246,514,0,999.9,5,0
"60b6e1af6f4f",2025-02-16 23:00:00,2025-02-16 18:00:00,5,6,24.3,83.3,3,3317,536,0,1000.6,4,0
"60b6e1af6f4f",2025-02-17,2025-02-16 19:00:00,5,6,24.4,82.3,4,866,534,0,1001.2,4,0
"60b6e1af6f4f",2025-02-17 01:00:00,2025-02-16 20:00:00,5,6,24.7,81.1,5,793,530,0,1001.8,4,0
"60b6e1af6f4f",2025-02-17 02:00:00,2025-02-16 21:00:00,5,6,24,83.1,5,517,525,0,1002.4,4,1
"60b6e1af6f4f",2025-02-17 03:00:00,2025-02-16 22:00:00,5,6,24.2,83,4,645,541,0,1003,4,0
"60b6e1af6f4f",2025-02-17 04:00:00,2025-02-16 23:00:00,5,6,24.2,83.9,3,783,577,0,1002.7,4,0
"60b6e1af6f4f",2025-02-17 05:00:00,2025-02-17,5,7,25,81.2,3,2564,592,0,1002.3,4,1
"60b6e1af6f4f",2025-02-17 06:00:00,2025-02-17 01:00:00,5,7,25,81.8,2,2232,574,0,1002,4,0
"60b6e1af6f4f",2025-02-17 07:00:00,2025-02-17 02:00:00,5,7,25.1,81.9,2,2486,562,0,1001.4,4,0
"60b6e1af6f4f",2025-02-17 08:00:00,2025-02-17 03:00:00,5,7,25.1,82,2,2768,561,0,1001,4,1
"60b6e1af6f4f",2025-02-17 09:00:00,2025-02-17 04:00:00,5,7,25,82.2,2,2859,568,0,1001,4,1
"60b6e1af6f4f",2025-02-17 10:00:00,2025-02-17 05:00:00,5,7,25,82.3,2,2884,577,0,1001.5,4,0
"60b6e1af6f4f",2025-02-17 11:00:00,2025-02-17 06:00:00,5,6,24.3,85,2,2066,565,0,1002.1,4,0
"60b6e1af6f4f",2025-02-17 12:00:00,2025-02-17 07:00:00,4,6,23,90.4,2,409,577,0,1002.8,4,0
"60b6e1af6f4f",2025-02-17 13:00:00,2025-02-17 08:00:00,4,6,23.3,89.7,2,572,577,0,1003.2,4,1
"60b6e1af6f4f",2025-02-17 14:00:00,2025-02-17 09:00:00,4,6,23.9,86.7,2,486,554,0,1003.3,4,1
"60b6e1af6f4f",2025-02-17 15:00:00,2025-02-17 10:00:00,5,6,24,85.6,3,450,556,0,1002.9,5,0
"60b6e1af6f4f",2025-02-17 16:00:00,2025-02-17 11:00:00,4,6,23.7,85.3,2,179,549,0,1002.6,6,1
"60b6e1af6f4f",2025-02-17 17:00:00,2025-02-17 12:00:00,4,6,25.4,78.8,2,363,550,0,1002.1,5,1
"60b6e1af6f4f",2025-02-17 18:00:00,2025-02-17 13:00:00,4,6,25.8,77.2,3,640,548,0,1001.4,5,1
"60b6e1af6f4f",2025-02-17 19:00:00,2025-02-17 14:00:00,4,6,25.8,77.6,3,632,561,0,1000.7,5,0
"60b6e1af6f4f",2025-02-17 20:00:00,2025-02-17 15:00:00,4,6,26.2,76.4,3,773,562,0,1000.1,4,1
"60b6e1af6f4f",2025-02-17 21:00:00,2025-02-17 16:00:00,4,6,26.1,76.6,3,604,550,0,1000,5,1
"60b6e1af6f4f",2025-02-17 22:00:00,2025-02-17 17:00:00,4,6,26,77.3,2,631,561,0,1000.2,4,0
"60b6e1af6f4f",2025-02-18 11:00:00,2025-02-18 06:00:00,4,6,20.8,98.7,2,107,582,0,1002.2,8,19
"60b6e1af6f4f",2025-02-18 12:00:00,2025-02-18 07:00:00,4,6,23.1,87.5,2,180,566,0,1002.4,6,7
"60b6e1af6f4f",2025-02-18 13:00:00,2025-02-18 08:00:00,4,6,23.3,84.8,2,1734,562,0,1002.7,5,0
"60b6e1af6f4f",2025-02-18 14:00:00,2025-02-18 09:00:00,4,6,23.8,83,2,422,577,0,1002.5,5,1
"60b6e1af6f4f",2025-02-18 15:00:00,2025-02-18 10:00:00,5,6,24.1,81.6,2,180,561,0,1001.9,5,0
"60b6e1af6f4f",2025-02-18 16:00:00,2025-02-18 11:00:00,4,6,23.8,82.9,2,63,556,0,1001.6,5,0
"60b6e1af6f4f",2025-02-18 17:00:00,2025-02-18 12:00:00,5,6,24.2,81.5,2,164,569,0,1001.2,5,2
"60b6e1af6f4f",2025-02-18 18:00:00,2025-02-18 13:00:00,5,6,24.2,80.9,2,30,557,0,1000.7,5,0
"60b6e1af6f4f",2025-02-18 19:00:00,2025-02-18 14:00:00,4,6,23.8,81.8,3,164,558,0,1000.3,5,1
"60b6e1af6f4f",2025-02-18 20:00:00,2025-02-18 15:00:00,5,6,24.2,81,2,645,587,0,999.8,4,1
"60b6e1af6f4f",2025-02-18 21:00:00,2025-02-18 16:00:00,4,6,25.2,76.9,3,1114,596,0,1000.1,5,1
"60b6e1af6f4f",2025-02-18 22:00:00,2025-02-18 17:00:00,4,5,24.5,79.5,3,566,610,0,1000.5,5,0
"60b6e1af6f4f",2025-02-18 23:00:00,2025-02-18 18:00:00,5,6,24.4,80,4,310,591,0,1001.1,5,1
"60b6e1af6f4f",2025-02-19,2025-02-18 19:00:00,5,6,24.4,80.2,3,380,592,0,1001.7,5,1
"60b6e1af6f4f",2025-02-19 01:00:00,2025-02-18 20:00:00,5,6,24.3,81.1,3,747,591,0,1002.2,4,0
"60b6e1af6f4f",2025-02-19 02:00:00,2025-02-18 21:00:00,5,6,24.3,81.8,3,2970,610,0,1002.5,4,1
"60b6e1af6f4f",2025-02-19 03:00:00,2025-02-18 22:00:00,5,6,24.4,81.2,2,2282,663,0,1002.7,4,0
"60b6e1af6f4f",2025-02-19 04:00:00,2025-02-18 23:00:00,5,6,24.1,81.8,2,1617,608,0,1002.6,4,0
"60b6e1af6f4f",2025-02-19 05:00:00,2025-02-19,5,6,24.1,81.5,3,1566,567,0,1002.1,4,1
"60b6e1af6f4f",2025-02-19 06:00:00,2025-02-19 01:00:00,5,6,24.4,80.7,2,1827,571,0,1001.5,4,1
"60b6e1af6f4f",2025-02-19 07:00:00,2025-02-19 02:00:00,5,6,24.4,80.6,2,1988,573,0,1001,4,0
"60b6e1af6f4f",2025-02-19 08:00:00,2025-02-19 03:00:00,5,6,24.4,80.6,3,2244,574,0,1000.6,4,0
"60b6e1af6f4f",2025-02-19 09:00:00,2025-02-19 04:00:00,5,6,24.3,80.5,3,2421,567,0,1000.7,4,1
"60b6e1af6f4f",2025-02-19 10:00:00,2025-02-19 05:00:00,5,6,24.2,80.5,2,2053,564,0,1000.8,4,0
"60b6e1af6f4f",2025-02-19 11:00:00,2025-02-19 06:00:00,4,6,23,84.9,3,360,554,0,1001.5,4,1
"60b6e1af6f4f",2025-02-19 12:00:00,2025-02-19 07:00:00,4,6,22.3,87.5,4,192,572,0,1002.3,5,1
"60b6e1af6f4f",2025-02-19 13:00:00,2025-02-19 08:00:00,4,6,22.3,87.9,5,250,548,0,1002.6,5,1
"60b6e1af6f4f",2025-02-19 14:00:00,2025-02-19 09:00:00,4,5,24.4,79.7,4,658,582,0,1002.4,4,0
"60b6e1af6f4f",2025-02-19 15:00:00,2025-02-19 10:00:00,4,6,23.1,82.6,4,321,545,0,1002,5,1
"60b6e1af6f4f",2025-02-19 16:00:00,2025-02-19 11:00:00,4,6,22.1,85.7,3,14,528,0,1001.5,7,10
"60b6e1af6f4f",2025-02-19 17:00:00,2025-02-19 12:00:00,4,6,23.7,80.6,3,82,531,0,1000.9,5,0
"60b6e1af6f4f",2025-02-19 18:00:00,2025-02-19 13:00:00,4,5,24.3,79,2,142,534,0,1000.3,5,1
"60b6e1af6f4f",2025-02-19 19:00:00,2025-02-19 14:00:00,4,5,24.9,77.1,2,345,554,0,999.8,5,0
"60b6e1af6f4f",2025-02-19 20:00:00,2025-02-19 15:00:00,4,5,24.9,77.1,3,318,543,0,999.4,5,1
"60b6e1af6f4f",2025-02-19 21:00:00,2025-02-19 16:00:00,4,6,25.3,75.7,4,2210,559,0,999.2,4,1
"60b6e1af6f4f",2025-02-19 22:00:00,2025-02-19 17:00:00,4,5,24.9,76.8,3,336,548,0,999.5,4,0
"60b6e1af6f4f",2025-02-19 23:00:00,2025-02-19 18:00:00,4,5,24.8,77,2,318,547,0,1000.2,4,0
"60b6e1af6f4f",2025-02-20,2025-02-19 19:00:00,4,5,24.9,76.5,3,525,555,0,1000.7,4,1
"60b6e1af6f4f",2025-02-20 01:00:00,2025-02-19 20:00:00,4,6,23.8,80.6,2,315,546,0,1001.3,5,1
"60b6e1af6f4f",2025-02-20 02:00:00,2025-02-19 21:00:00,4,5,24.1,79.9,3,627,555,0,1001.6,4,1
"60b6e1af6f4f",2025-02-20 03:00:00,2025-02-19 22:00:00,4,5,24.4,78.7,5,817,570,0,1001.7,4,0
"60b6e1af6f4f",2025-02-20 04:00:00,2025-02-19 23:00:00,4,6,23.9,81.2,4,421,549,0,1001.5,4,1
"60b6e1af6f4f",2025-02-20 05:00:00,2025-02-20,4,5,24.8,77.9,4,1062,560,0,1000.8,4,1
"60b6e1af6f4f",2025-02-20 06:00:00,2025-02-20 01:00:00,4,5,24.8,77.2,4,1170,552,0,1000,4,0
"60b6e1af6f4f",2025-02-20 07:00:00,2025-02-20 02:00:00,4,5,24.6,77.8,2,958,549,0,999.5,4,0
"60b6e1af6f4f",2025-02-20 08:00:00,2025-02-20 03:00:00,4,5,24.4,78.4,2,503,543,0,999.5,4,0
"60b6e1af6f4f",2025-02-20 09:00:00,2025-02-20 04:00:00,4,5,24.1,79.6,1,917,545,0,999.6,4,1
"60b6e1af6f4f",2025-02-20 10:00:00,2025-02-20 05:00:00,4,5,24.1,79.7,1,1014,541,0,999.9,4,0
"60b6e1af6f4f",2025-02-20 11:00:00,2025-02-20 06:00:00,4,6,22.9,84.3,2,455,537,0,1000.4,5,1
"60b6e1af6f4f",2025-02-20 12:00:00,2025-02-20 07:00:00,4,6,22,88.5,3,368,542,0,1001.2,5,1
"60b6e1af6f4f",2025-02-20 13:00:00,2025-02-20 08:00:00,4,6,22.9,85.4,4,731,545,0,1001.8,5,0
"60b6e1af6f4f",2025-02-20 14:00:00,2025-02-20 09:00:00,4,6,23.4,82.5,4,342,531,0,1002.2,5,1
"60b6e1af6f4f",2025-02-20 15:00:00,2025-02-20 10:00:00,4,5,24.3,78.5,4,182,521,0,1002.1,5,1
"60b6e1af6f4f",2025-02-20 16:00:00,2025-02-20 11:00:00,4,5,24.5,77,5,225,522,0,1001.8,5,1
"60b6e1af6f4f",2025-02-20 17:00:00,2025-02-20 12:00:00,4,5,24.8,76.5,3,554,529,0,1001.1,5,0
"60b6e1af6f4f",2025-02-20 18:00:00,2025-02-20 13:00:00,4,6,25.4,75.1,4,1463,553,0,1000.7,4,1
"60b6e1af6f4f",2025-02-20 19:00:00,2025-02-20 14:00:00,4,6,25.8,74.3,3,1266,554,0,1000.2,4,1
"60b6e1af6f4f",2025-02-20 20:00:00,2025-02-20 15:00:00,4,6,25.5,75,3,952,528,0,999.7,4,1
"60b6e1af6f4f",2025-02-20 21:00:00,2025-02-20 16:00:00,4,6,25.1,77.1,2,714,524,0,999.8,4,0
"60b6e1af6f4f",2025-02-20 22:00:00,2025-02-20 17:00:00,4,6,25.5,76,3,855,529,0,1000,4,1
