"virusIndex","moldIndex","temperature","humidity","pm25","tvoc","co2","co","airPressure","ozone","no2","timestamp","deviceName","macAddress"
3,5,21.5,75.9,14,160,534,0,1003,7,1,1742353200,"uHoo 1 (DA82)","e415f654da82"
3,5,21.8,75.3,13,138,538,0,1002.9,7,1,1742356800,"uHoo 1 (DA82)","e415f654da82"
3,5,22.3,72.5,13,213,528,0,1002.4,7,1,1742360400,"uHoo 1 (DA82)","e415f654da82"
3,5,22.3,72.7,14,207,533,0,1001.7,7,0,1742364000,"uHoo 1 (DA82)","e415f654da82"
3,5,22.2,74.1,12,163,527,0,1001,7,1,1742367600,"uHoo 1 (DA82)","e415f654da82"
3,5,21.9,75.1,14,137,527,0,1000.6,7,0,1742371200,"uHoo 1 (DA82)","e415f654da82"
3,5,21.6,77,13,147,527,0,1000.9,7,1,1742374800,"uHoo 1 (DA82)","e415f654da82"
4,6,20.9,80.2,12,86,536,0,1001.3,7,1,1742378400,"uHoo 1 (DA82)","e415f654da82"
3,5,21,78,12,108,536,0,1001.8,7,3,1742382000,"uHoo 1 (DA82)","e415f654da82"
3,5,21.5,75,13,229,543,0,1002.3,7,1,1742385600,"uHoo 1 (DA82)","e415f654da82"
3,5,22,72.8,13,238,543,0,1002.5,7,1,1742389200,"uHoo 1 (DA82)","e415f654da82"
4,6,22.5,72.7,16,156,598,0,1002.8,6,2,1742392800,"uHoo 1 (DA82)","e415f654da82"
4,6,22.8,71,22,62,550,0,1002.6,7,2,1742396400,"uHoo 1 (DA82)","e415f654da82"
4,6,22.8,70.7,22,165,545,0,1002.3,6,0,1742400000,"uHoo 1 (DA82)","e415f654da82"
3,4,23.1,69.3,23,185,553,0,1001.5,6,1,1742403600,"uHoo 1 (DA82)","e415f654da82"
3,4,23.2,68.8,23,298,553,0,1000.8,6,0,1742407200,"uHoo 1 (DA82)","e415f654da82"
3,4,23.3,69,17,132,544,0,999.9,7,4,1742410800,"uHoo 1 (DA82)","e415f654da82"
3,5,23,70.5,12,225,539,0,999.5,7,1,1742414400,"uHoo 1 (DA82)","e415f654da82"
3,4,23.3,69.4,18,428,538,0,999.5,7,1,1742418000,"uHoo 1 (DA82)","e415f654da82"
2,3,23.5,68,13,347,545,0,999.6,6,0,1742421600,"uHoo 1 (DA82)","e415f654da82"
2,3,23.6,67.8,14,862,558,0,1000,6,0,1742425200,"uHoo 1 (DA82)","e415f654da82"
2,3,23.8,67.6,15,1044,560,0,1000.8,6,0,1742428800,"uHoo 1 (DA82)","e415f654da82"
2,3,23.3,69.2,15,678,579,0,1001.3,6,0,1742432400,"uHoo 1 (DA82)","e415f654da82"
2,3,23.3,69.5,15,541,545,0,1001.7,6,1,1742436000,"uHoo 1 (DA82)","e415f654da82"
3,4,23.4,68.8,16,520,547,0,1001.7,6,1,1742439600,"uHoo 1 (DA82)","e415f654da82"
3,4,23.2,69.6,16,490,540,0,1001.4,6,1,1742443200,"uHoo 1 (DA82)","e415f654da82"
4,6,22.7,71.1,15,321,531,0,1000.8,7,1,1742446800,"uHoo 1 (DA82)","e415f654da82"
4,6,22.7,71.4,15,205,529,0,1000.3,7,1,1742450400,"uHoo 1 (DA82)","e415f654da82"
3,5,22.4,72.7,15,154,528,0,999.9,7,1,1742454000,"uHoo 1 (DA82)","e415f654da82"
3,5,22.3,72.8,14,142,527,0,999.6,7,1,1742457600,"uHoo 1 (DA82)","e415f654da82"
3,5,22.2,73,13,136,526,0,999.5,7,2,1742461200,"uHoo 1 (DA82)","e415f654da82"
3,5,21.8,74.2,14,133,534,0,999.8,7,2,1742464800,"uHoo 1 (DA82)","e415f654da82"
3,5,21.4,76.3,15,151,543,0,1000.5,7,1,1742468400,"uHoo 1 (DA82)","e415f654da82"
3,5,21.7,75.6,15,859,564,0,1001.2,7,1,1742472000,"uHoo 1 (DA82)","e415f654da82"
4,6,22.3,73.3,15,1115,619,0,1002.1,7,1,1742475600,"uHoo 1 (DA82)","e415f654da82"
4,6,22.6,71.9,18,996,574,0,1002.1,7,1,1742479200,"uHoo 1 (DA82)","e415f654da82"
4,6,22.8,71.4,16,596,568,0,1001.9,7,0,1742482800,"uHoo 1 (DA82)","e415f654da82"
4,6,22.9,71.1,17,589,568,0,1001.4,7,0,1742486400,"uHoo 1 (DA82)","e415f654da82"
4,6,23.1,70.9,18,624,582,0,1000.8,7,1,1742490000,"uHoo 1 (DA82)","e415f654da82"
4,6,23.2,70,15,353,559,0,1000.2,7,1,1742493600,"uHoo 1 (DA82)","e415f654da82"
3,4,23.1,67.8,15,158,534,0,1000.2,7,4,1742497200,"uHoo 1 (DA82)","e415f654da82"
3,4,23.2,66.5,15,159,542,0,1000,7,3,1742500800,"uHoo 1 (DA82)","e415f654da82"
3,4,23.3,65.5,17,52,540,0,999.7,7,4,1742504400,"uHoo 1 (DA82)","e415f654da82"
2,3,23.1,67.5,15,8,535,0,1000,7,5,1742508000,"uHoo 1 (DA82)","e415f654da82"
2,3,22.9,69.1,14,27,544,0,1000.8,7,8,1742511600,"uHoo 1 (DA82)","e415f654da82"
2,3,23.3,67.6,14,406,584,0,1001.6,6,1,1742515200,"uHoo 1 (DA82)","e415f654da82"
3,4,23.4,65.5,16,821,582,0,1001.7,6,1,1742518800,"uHoo 1 (DA82)","e415f654da82"
3,4,23.3,67.7,15,483,568,0,1002.2,7,1,1742522400,"uHoo 1 (DA82)","e415f654da82"
3,4,22.9,69.5,15,163,545,0,1002.3,7,1,1742526000,"uHoo 1 (DA82)","e415f654da82"
2,3,22.9,69.9,15,116,536,0,1002.1,7,3,1742529600,"uHoo 1 (DA82)","e415f654da82"
2,3,22.8,69.8,15,135,538,0,1001.4,7,3,1742533200,"uHoo 1 (DA82)","e415f654da82"
4,6,22.6,71,15,71,534,0,1000.9,7,5,1742536800,"uHoo 1 (DA82)","e415f654da82"
3,5,22.5,71.2,15,69,535,0,1000.6,7,3,1742540400,"uHoo 1 (DA82)","e415f654da82"
4,6,22.4,71.7,17,82,540,0,1000.2,7,2,1742544000,"uHoo 1 (DA82)","e415f654da82"
4,6,22.3,72.4,17,108,542,0,1000,7,2,1742547600,"uHoo 1 (DA82)","e415f654da82"
4,6,22.1,74.4,19,92,539,0,1000.2,7,3,1742551200,"uHoo 1 (DA82)","e415f654da82"
4,6,21.4,77.8,17,139,552,0,1000.6,7,4,1742554800,"uHoo 1 (DA82)","e415f654da82"
4,6,21.6,77.4,18,351,553,0,1001.1,7,2,1742558400,"uHoo 1 (DA82)","e415f654da82"
4,6,21.8,76.3,20,454,551,0,1001.5,7,1,1742562000,"uHoo 1 (DA82)","e415f654da82"
4,6,22.4,74.3,21,438,548,0,1001.2,7,1,1742565600,"uHoo 1 (DA82)","e415f654da82"
4,6,22.7,72.5,21,107,540,0,1000.8,7,4,1742569200,"uHoo 1 (DA82)","e415f654da82"
4,6,23,71.3,23,35,544,0,1000.2,7,5,1742572800,"uHoo 1 (DA82)","e415f654da82"
3,4,23.2,67.8,18,7,538,0,999.8,7,8,1742576400,"uHoo 1 (DA82)","e415f654da82"
3,4,23.2,69.6,16,18,533,0,999.3,7,4,1742580000,"uHoo 1 (DA82)","e415f654da82"
3,4,23.3,67.4,17,19,532,0,999.1,7,7,1742583600,"uHoo 1 (DA82)","e415f654da82"
3,4,23.3,66.8,16,27,536,0,998.8,7,5,1742587200,"uHoo 1 (DA82)","e415f654da82"
4,4,24,64.4,15,89,547,0,998.8,7,2,1742590800,"uHoo 1 (DA82)","e415f654da82"
3,4,23.8,65.2,15,164,548,0,999.3,7,3,1742594400,"uHoo 1 (DA82)","e415f654da82"
2,3,23.5,66,14,165,542,0,1000.4,7,4,1742598000,"uHoo 1 (DA82)","e415f654da82"
2,3,23.1,68.5,14,211,549,0,1001.3,7,4,1742601600,"uHoo 1 (DA82)","e415f654da82"
3,4,23.2,68,15,333,552,0,1001.8,7,1,1742605200,"uHoo 1 (DA82)","e415f654da82"
3,4,23.1,68,17,470,552,0,1002.3,7,3,1742608800,"uHoo 1 (DA82)","e415f654da82"
2,3,23.2,67.8,15,365,546,0,1002.6,7,3,1742612400,"uHoo 1 (DA82)","e415f654da82"
2,3,23.2,66.9,14,149,545,0,1002.1,7,6,1742616000,"uHoo 1 (DA82)","e415f654da82"
2,3,23.1,67.8,14,99,543,0,1001.6,7,8,1742619600,"uHoo 1 (DA82)","e415f654da82"
2,3,23.1,67.8,14,92,533,0,1000.9,7,5,1742623200,"uHoo 1 (DA82)","e415f654da82"
2,3,23,67.7,15,103,530,0,1000.2,7,7,1742626800,"uHoo 1 (DA82)","e415f654da82"
2,3,22.7,68.6,14,85,531,0,1000.1,7,8,1742630400,"uHoo 1 (DA82)","e415f654da82"
2,3,22.6,69.3,14,69,532,0,1000,7,8,1742634000,"uHoo 1 (DA82)","e415f654da82"
3,5,21.6,73.6,15,66,529,0,1000.1,7,10,1742637600,"uHoo 1 (DA82)","e415f654da82"
3,5,20.6,79.3,15,76,546,0,1000.6,7,9,1742641200,"uHoo 1 (DA82)","e415f654da82"
5,7,19.8,83.7,15,121,537,0,1001.1,7,11,1742644800,"uHoo 1 (DA82)","e415f654da82"
5,7,20.2,81.7,15,75,533,0,1001.5,8,14,1742648400,"uHoo 1 (DA82)","e415f654da82"
4,6,22.3,73.1,15,169,619,0,1001.4,7,5,1742652000,"uHoo 1 (DA82)","e415f654da82"
4,6,22.5,71.9,15,149,548,0,1000.9,7,7,1742655600,"uHoo 1 (DA82)","e415f654da82"
3,4,22.7,69.1,17,281,545,0,1000.3,7,9,1742659200,"uHoo 1 (DA82)","e415f654da82"
4,6,23.1,70,18,798,570,0,999.7,7,5,1742662800,"uHoo 1 (DA82)","e415f654da82"
3,4,23.4,68.3,17,291,575,0,999.1,7,6,1742666400,"uHoo 1 (DA82)","e415f654da82"
2,3,23.8,65.8,14,174,580,0,998.5,7,2,1742670000,"uHoo 1 (DA82)","e415f654da82"
2,3,23.7,67.2,13,101,552,0,998.2,7,2,1742673600,"uHoo 1 (DA82)","e415f654da82"
3,4,23.5,68.7,15,810,560,0,998.6,7,3,1742677200,"uHoo 1 (DA82)","e415f654da82"
2,3,23.5,66.4,14,604,536,0,998.8,7,2,1742680800,"uHoo 1 (DA82)","e415f654da82"
2,3,23.3,64.8,13,160,558,0,999.4,7,3,1742684400,"uHoo 1 (DA82)","e415f654da82"
2,3,23.3,65.4,14,126,564,0,1000.1,7,8,1742688000,"uHoo 1 (DA82)","e415f654da82"
2,3,23,66.2,14,69,549,0,1000.7,7,8,1742691600,"uHoo 1 (DA82)","e415f654da82"
2,3,23,66.8,14,124,544,0,1001.4,7,3,1742695200,"uHoo 1 (DA82)","e415f654da82"
2,3,23,68.2,14,102,538,0,1001.7,7,4,1742698800,"uHoo 1 (DA82)","e415f654da82"
2,3,23.1,68.2,13,257,579,0,1001.5,7,4,1742702400,"uHoo 1 (DA82)","e415f654da82"
2,3,23.2,67.8,12,242,574,0,1000.9,7,1,1742706000,"uHoo 1 (DA82)","e415f654da82"
2,3,23.2,67.9,13,237,543,0,1000.2,7,1,1742709600,"uHoo 1 (DA82)","e415f654da82"
2,3,23.2,67.7,13,302,547,0,999.7,7,1,1742713200,"uHoo 1 (DA82)","e415f654da82"
2,3,23.1,67.7,13,387,553,0,999.5,7,1,1742716800,"uHoo 1 (DA82)","e415f654da82"
2,3,23,67.6,14,235,568,0,999.9,7,1,1742720400,"uHoo 1 (DA82)","e415f654da82"
3,5,22.4,70.2,12,190,543,0,1000.5,7,4,1742724000,"uHoo 1 (DA82)","e415f654da82"
3,5,21.1,75.4,13,32,541,0,1000.7,7,8,1742727600,"uHoo 1 (DA82)","e415f654da82"
3,5,20.4,78.4,14,17,536,0,1001.1,8,13,1742731200,"uHoo 1 (DA82)","e415f654da82"
4,6,20.6,78.4,20,15,538,0,1001.5,8,16,1742734800,"uHoo 1 (DA82)","e415f654da82"
4,6,21,77.1,24,8,542,0,1001.4,7,2,1742738400,"uHoo 1 (DA82)","e415f654da82"
4,6,21.9,72.8,23,89,583,0,1001.2,7,3,1742742000,"uHoo 1 (DA82)","e415f654da82"
4,6,22.6,70.2,22,133,551,0,1000.8,7,2,1742745600,"uHoo 1 (DA82)","e415f654da82"
6,7,22.9,70,26,292,574,0,999.9,7,2,1742749200,"uHoo 1 (DA82)","e415f654da82"
3,4,23.2,68.1,22,351,563,0,998.8,7,1,1742752800,"uHoo 1 (DA82)","e415f654da82"
3,4,23.9,66.1,23,369,611,0,997.9,6,0,1742756400,"uHoo 1 (DA82)","e415f654da82"
4,4,24,64.8,24,204,645,0,997.1,6,0,1742760000,"uHoo 1 (DA82)","e415f654da82"
4,4,24.3,65.2,24,289,592,0,997.2,6,0,1742763600,"uHoo 1 (DA82)","e415f654da82"
4,4,24.2,66.1,24,848,560,0,997.7,6,1,1742767200,"uHoo 1 (DA82)","e415f654da82"
3,4,23.8,66.5,25,610,535,0,998.5,6,1,1742770800,"uHoo 1 (DA82)","e415f654da82"
