"virusIndex","moldIndex","timestamp","deviceName","macAddress"
10,10,1657173600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657177200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657180800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657184400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657188000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657191600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657195200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657198800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657202400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657206000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657209600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657213200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657216800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657220400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657224000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657227600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657231200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657234800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657238400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657242000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657245600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657249200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657252800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657256400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657260000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657263600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657267200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657270800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657274400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657278000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657281600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657285200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657288800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657292400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657296000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657299600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657303200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657306800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657310400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657314000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657317600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657321200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657324800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657328400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657332000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657335600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657339200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657342800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657346400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657350000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657353600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657357200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657360800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657364400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657368000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657371600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657375200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657378800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657382400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657386000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657389600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657393200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657396800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657400400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657404000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657407600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657411200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657414800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657418400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657422000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657425600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657429200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657432800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657436400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657440000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657443600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657447200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657450800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657454400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657458000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657461600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657465200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657468800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657472400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657476000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657479600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657483200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657486800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657490400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657494000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657497600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657501200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657504800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657508400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657512000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657515600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657519200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657522800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657526400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657530000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657533600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657537200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657540800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657720800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657724400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657728000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657735200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657738800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657742400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657746000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657749600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657807200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657810800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657814400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657818000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657821600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657825200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657828800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657832400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657836000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657839600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657893600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657897200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657900800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657904400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657908000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657911600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657915200,"uHoo 1 (DA82)","e415f654da82"
