"virusIndex","moldIndex","timestamp","deviceName","macAddress"
10,10,1656849600,"uHoo 1 (DA82)","e415f654da82"
10,10,1656853200,"uHoo 1 (DA82)","e415f654da82"
10,10,1656856800,"uHoo 1 (DA82)","e415f654da82"
10,10,1656860400,"uHoo 1 (DA82)","e415f654da82"
10,10,1656867600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657044000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657047600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657051200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657054800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657058400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657062000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657065600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657069200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657072800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657076400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657080000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657083600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657087200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657090800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657094400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657098000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657101600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657105200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657108800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657112400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657116000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657119600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657123200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657126800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657130400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657134000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657137600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657141200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657144800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657148400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657152000,"uHoo 1 (DA82)","e415f654da82"
10,10,1657155600,"uHoo 1 (DA82)","e415f654da82"
10,10,1657159200,"uHoo 1 (DA82)","e415f654da82"
10,10,1657162800,"uHoo 1 (DA82)","e415f654da82"
10,10,1657166400,"uHoo 1 (DA82)","e415f654da82"
10,10,1657170000,"uHoo 1 (DA82)","e415f654da82"
