"estimate","std.error","statistic","p.value","term","conf.low","conf.high","exposure","outcome","model"
-0.13104261930681,0.879597832579235,-0.148980152580135,0.881612019782762,"glucose_catPrediabetes",-1.85505437116211,1.59296913254849,"log_dist_road","ACE","Fully adjusted"
0.51126842424464,1.01724380102765,0.502601661202694,0.61540176477152,"glucose_catDiabetes",-1.48252942576955,2.50506627425883,"log_dist_road","ACE","Fully adjusted"
0.960253130522948,0.781097940934168,1.2293632849352,0.219346932046877,"chronic_disSí",-0.57069883370802,2.49120509475392,"log_dist_road","ACE","Fully adjusted"
0.135147805581737,0.266477527156099,0.507163988738793,0.613633833366692,"log_dist_road",-0.387148147644217,0.657443758807691,"log_dist_road","RUDAS","Fully adjusted"
0.0356039389733219,0.0674710958026657,0.52769172561616,0.599382045552302,"age_n",-0.0966394087999028,0.167847286746547,"log_dist_road","RUDAS","Fully adjusted"
-1.39218759689653,0.772113762738853,-1.80308610477055,0.0756785263097622,"sexMasculino",-2.90553057186468,0.121155378071621,"log_dist_road","RUDAS","Fully adjusted"
0.598891674145802,1.72542528135636,0.347098005701534,0.729559071442857,"ses_levelNSE D",-2.78294187731267,3.98072522560427,"log_dist_road","RUDAS","Fully adjusted"
1.19336295563565,1.69594946267576,0.703654785651952,0.483981854053511,"ses_levelNSE C",-2.13069799120883,4.51742390248014,"log_dist_road","RUDAS","Fully adjusted"
1.15524510910379,1.6371804434671,0.705630899583249,0.482759411414283,"ses_levelNSE B",-2.05362856009172,4.36411877829931,"log_dist_road","RUDAS","Fully adjusted"
1.62423603770094,1.68902437541021,0.961641561452581,0.339539827847566,"ses_levelNSE A",-1.68625173810307,4.93472381350495,"log_dist_road","RUDAS","Fully adjusted"
0.0026445856693075,0.0523825799111344,0.0504859759445596,0.959878909705594,"bmi",-0.100025270956516,0.105314442295131,"log_dist_road","RUDAS","Fully adjusted"
0.428706019154349,1.3219618098483,0.32429531319331,0.746681538817344,"education_catprimary",-2.16233912814832,3.01975116645701,"log_dist_road","RUDAS","Fully adjusted"
-0.393254737416248,1.17014709762062,-0.336072907599303,0.737821203493072,"education_catsecondary_or_higher",-2.68674304875267,1.90023357392017,"log_dist_road","RUDAS","Fully adjusted"
1.62787089058328,1.09632237442567,1.48484691050483,0.142073926486409,"civil_stat_catsingle",-0.520920963291033,3.77666274445759,"log_dist_road","RUDAS","Fully adjusted"
0.16166294106322,0.802438534633024,0.201464578389363,0.840919620497605,"civil_stat_catseparated_widowed",-1.41111658681751,1.73444246894395,"log_dist_road","RUDAS","Fully adjusted"
-3.11383432291484,1.31977094458782,-2.35937481097322,0.0211000751829512,"occupation_cathomemaker",-5.70058537430698,-0.52708327152271,"log_dist_road","RUDAS","Fully adjusted"
-0.688276670669,0.861092022843173,-0.799306755155427,0.426816513820053,"occupation_catnot_employed",-2.37601703544162,0.999463694103619,"log_dist_road","RUDAS","Fully adjusted"
0.199383585225222,0.683767557081031,0.291595562205935,0.771458249400556,"htn_cathypertension",-1.1408008266536,1.53956799710404,"log_dist_road","RUDAS","Fully adjusted"
-0.0081398846674133,0.968703872261628,-0.00840286170056196,0.993319467294956,"glucose_catPrediabetes",-1.9067994743002,1.89051970496538,"log_dist_road","RUDAS","Fully adjusted"
-0.379710710227729,0.979276786578133,-0.387746054467955,0.699380550140462,"glucose_catDiabetes",-2.29909321192087,1.53967179146541,"log_dist_road","RUDAS","Fully adjusted"
-2.14717217589157,0.76406115633142,-2.81020983477428,0.00641480058288483,"chronic_disSí",-3.64473204230115,-0.649612309481982,"log_dist_road","RUDAS","Fully adjusted"
