time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b
2024-03-18T18:00:00Z,41,41,,92,92,,22.3,22.1,22.5,25.5,25.4,25.7
2024-03-19T00:00:00Z,56,56,,83,83,,32.7,32.6,32.9,38.8,38.8,38.9
2024-03-19T06:00:00Z,57,57,,82,82,,31,30.7,31.2,36.3,36.1,36.4
2024-03-19T12:00:00Z,50,50,,87,87,,32.4,32.1,32.6,40.2,40,40.4
2024-03-19T18:00:00Z,41,41,,92,92,,15.2,15,15.4,17.8,17.7,18
2024-03-20T00:00:00Z,52,52,,84,84,,33.6,33.3,33.8,40.6,40.3,40.9
2024-03-20T06:00:00Z,60,60,,80,80,,34.6,34.3,34.8,41.2,41.1,41.3
2024-03-20T12:00:00Z,54,54,,84,84,,38,37.7,38.2,47.7,47.4,47.9
2024-03-20T18:00:00Z,49,49,,88,88,,16.2,16.1,16.3,18.2,18.2,18.3
2024-03-21T00:00:00Z,61,61,,80,80,,29.5,29.2,29.8,33.8,33.4,34.1
2024-03-21T06:00:00Z,61,61,,80,80,,31.2,30.9,31.4,36.2,36,36.4
2024-03-21T12:00:00Z,54,54,,85,85,,32.3,32.1,32.6,38.5,38.2,38.7
2024-03-21T18:00:00Z,46,46,,90,90,,30.5,30.2,30.7,34.8,34.5,35
2024-03-22T00:00:00Z,58,58,,81,81,,33.2,32.9,33.5,39.1,38.8,39.3
2024-03-22T06:00:00Z,62,62,,80,80,,30.8,30.6,31,35.5,35.3,35.7
2024-03-22T12:00:00Z,53,53,,85,85,,36.5,36.3,36.8,45.2,45,45.4
2024-03-22T18:00:00Z,45,45,,89,89,,19.8,19.7,20,22.5,22.4,22.6
2024-03-23T00:00:00Z,55,55,,83,83,,34.7,34.5,34.9,41.7,41.4,41.9
2024-03-23T06:00:00Z,58,58,,81,81,,33.2,32.9,33.5,39.1,38.8,39.3
2024-03-23T12:00:00Z,51,51,,87,87,,41.9,41.6,42.2,51.8,51.5,52.2
2024-03-23T18:00:00Z,48,48,,88,88,,22.4,22.2,22.7,25.4,25.1,25.7
2024-03-24T00:00:00Z,57,57,,81,81,,22.8,22.4,23.1,25.8,25.5,26.1
2024-03-24T06:00:00Z,59,59,,80,80,,21.1,20.7,21.5,23.5,23.2,23.9
2024-03-24T12:00:00Z,53,53,,85,85,,28.6,28.2,29,33,32.6,33.4
2024-03-24T18:00:00Z,49,49,,86,86,,14.6,14.4,14.8,16.4,16.3,16.5
2024-03-25T00:00:00Z,59,59,,80,80,,19.7,19.3,20.1,22,21.7,22.3
2024-03-25T06:00:00Z,61,61,,79,79,,22.8,22.6,23.1,25.6,25.4,25.8
2024-03-25T12:00:00Z,52,52,,85,85,,32.6,32.3,32.9,38.9,38.6,39.2
2024-03-25T18:00:00Z,47,47,,88,88,,18.5,18.2,18.8,21.7,21.5,22
2024-03-26T00:00:00Z,55,55,,82,82,,25.7,25.4,26,30.3,30,30.5
2024-03-26T06:00:00Z,59,59,,80,80,,22.1,21.9,22.4,25.4,25.2,25.6
2024-03-26T12:00:00Z,57,57,,82,82,,26.9,26.6,27.2,29.9,29.6,30.3
2024-03-26T18:00:00Z,56,56,,82,82,,23.4,23,23.8,25.8,25.4,26.2
2024-03-27T00:00:00Z,58,58,,81,81,,36.4,35.9,36.8,43.9,43.5,44.4
2024-03-27T06:00:00Z,59,59,,80,80,,33.2,32.8,33.6,39.8,39.5,40.2
2024-03-27T12:00:00Z,54,54,,84,84,,28.6,28.2,29,34.2,33.9,34.6
2024-03-27T18:00:00Z,42,42,,91,91,,32.5,32.1,32.9,37.4,37.1,37.7
2024-03-28T00:00:00Z,53,53,,83,83,,29.4,28.9,29.8,34.5,34.1,35
2024-03-28T06:00:00Z,58,58,,80,80,,29.4,28.8,29.9,33.8,33.2,34.3
2024-03-28T12:00:00Z,53,53,,84,84,,37.5,37.1,37.8,45.6,45.2,46
2024-03-28T18:00:00Z,46,46,,89,89,,18.9,18.7,19.2,20.6,20.4,20.9
2024-03-29T00:00:00Z,62,62,,79,79,,33.7,33.3,34,39.2,38.7,39.7
2024-03-29T06:00:00Z,63,63,,78,78,,37.4,37.1,37.7,45.3,44.9,45.7
2024-03-29T12:00:00Z,55,55,,83,83,,36.1,35.9,36.4,44.1,43.8,44.3
2024-03-29T18:00:00Z,44,44,,90,90,,20.2,19.9,20.4,21.9,21.7,22.2
2024-03-30T00:00:00Z,58,58,,80,80,,35,34.6,35.3,40.8,40.3,41.2
2024-03-30T06:00:00Z,57,57,,80,80,,47.7,47,48.3,59.2,58.8,59.6
2024-03-30T12:00:00Z,55,55,,83,83,,36.3,35.8,36.7,43.2,42.7,43.6
2024-03-30T18:00:00Z,47,47,,88,88,,25,24.6,25.5,28.5,28,28.9
2024-03-31T00:00:00Z,54,54,,82,82,,32.7,32.3,33,38.3,37.9,38.8
2024-03-31T06:00:00Z,61,61,,79,79,,25.5,25.2,25.7,28.3,28.1,28.5
2024-03-31T12:00:00Z,52,52,,85,85,,45.2,44.8,45.6,53.2,52.9,53.6
2024-03-31T18:00:00Z,45,45,,88,88,,13,12.8,13.3,14.9,14.7,15.1
2024-04-01T00:00:00Z,59,59,,79,79,,19.8,19.5,20.2,22.1,21.9,22.4
2024-04-01T06:00:00Z,63,63,,78,78,,21.6,21.3,21.8,23.9,23.7,24.1
2024-04-01T12:00:00Z,55,55,,82,82,,25.3,25,25.6,29,28.7,29.2
2024-04-01T18:00:00Z,46,46,,85,85,,12.2,12,12.5,14,13.8,14.2
2024-04-02T00:00:00Z,54,54,,80,80,,20.4,20.2,20.7,22.5,22.3,22.7
2024-04-02T06:00:00Z,55,55,,79,79,,14.3,14.1,14.4,15.6,15.5,15.7
2024-04-02T12:00:00Z,49,49,,84,84,,16.3,15.9,16.6,19.1,18.6,19.5
2024-04-02T18:00:00Z,37,37,,92,92,,11.5,11.2,11.7,13.4,13.1,13.6
2024-04-03T00:00:00Z,53,53,,80,80,,19.3,19,19.6,21.3,21.1,21.6
2024-04-03T06:00:00Z,57,57,,77,77,,17.2,17,17.4,18.7,18.6,18.8
2024-04-03T12:00:00Z,49,49,,83,83,,24.6,24.3,24.9,28.4,28,28.8
2024-04-03T18:00:00Z,40,40,,89,89,,14.2,14.1,14.4,16.3,16.2,16.4
2024-04-04T00:00:00Z,52,52,,80,80,,21.8,21.5,22.2,24.3,24,24.7
2024-04-04T06:00:00Z,58,58,,77,77,,22.6,22.4,22.8,24.9,24.6,25.1
2024-04-04T12:00:00Z,51,51,,84,84,,30.5,30.2,30.8,35.8,35.4,36.1
2024-04-04T18:00:00Z,44,44,,88,88,,17.2,16.9,17.6,19.3,18.9,19.6
2024-04-05T00:00:00Z,58,58,,79,79,,24.7,24.4,25.1,27.2,26.9,27.6
2024-04-05T06:00:00Z,63,63,,78,78,,21.9,21.5,22.3,23.9,23.5,24.2
2024-04-05T12:00:00Z,55,55,,83,83,,30.5,30,30.9,35.4,35,35.8
2024-04-05T18:00:00Z,47,47,,87,87,,16.6,16.1,17,19,18.6,19.4
2024-04-06T00:00:00Z,60,60,,79,79,,26.8,26.5,27.2,30.4,30,30.7
2024-04-06T06:00:00Z,64,64,,77,77,,33.4,33,33.8,39.4,39,39.9
2024-04-06T12:00:00Z,57,57,,81,81,,46.8,46.4,47.1,59.2,59.2,59.3
2024-04-06T18:00:00Z,46,46,,87,87,,15.1,14.8,15.4,17.3,17,17.5
2024-04-07T00:00:00Z,60,60,,78,78,,24.6,24.3,24.9,27.8,27.6,28
2024-04-07T06:00:00Z,65,65,,76,76,,21.6,21.2,22.1,24.3,23.9,24.6
2024-04-07T12:00:00Z,57,57,,82,82,,35.5,35.1,35.9,43.7,43.2,44.1
2024-04-07T18:00:00Z,46,46,,87,87,,16.4,16.1,16.7,18.8,18.6,19
2024-04-08T00:00:00Z,57,57,,80,80,,25.6,25.2,26.1,29.4,29.1,29.6
2024-04-08T06:00:00Z,60,60,,78,78,,24.8,24.4,25.3,27.9,27.5,28.2
2024-04-08T12:00:00Z,52,52,,84,84,,31.4,31,31.8,38.4,38.1,38.8
2024-04-08T18:00:00Z,43,43,,89,89,,14.4,14.1,14.8,17.2,16.9,17.5
2024-04-09T00:00:00Z,48,48,,84,84,,29.5,29,29.9,35.6,35.3,35.9
2024-04-09T06:00:00Z,54,54,,80,80,,30.8,30.3,31.2,36.7,36.3,37
2024-04-09T12:00:00Z,51,51,,85,85,,43.2,42.7,43.7,54.3,53.9,54.6
2024-04-09T18:00:00Z,43,43,,89,89,,19.6,19.2,19.9,22.8,22.7,23
2024-04-10T00:00:00Z,56,56,,80,80,,25.1,24.6,25.6,29.4,28.9,29.8
2024-04-10T06:00:00Z,58,58,,78,78,,25.1,24.6,25.6,29,28.6,29.4
2024-04-10T12:00:00Z,50,50,,84,84,,43,42.3,43.6,51.8,51.4,52.2
2024-04-10T18:00:00Z,47,47,,87,87,,18.1,17.7,18.4,21,20.8,21.3
2024-04-11T00:00:00Z,51,51,,82,82,,30.5,30,31,36.2,35.6,36.9
2024-04-11T06:00:00Z,55,55,,80,80,,42.8,42.2,43.4,52.6,52.1,53.1
2024-04-11T12:00:00Z,51,51,,84,84,,54.6,53.9,55.2,66.3,65.9,66.8
2024-04-11T18:00:00Z,43,43,,88,88,,28.4,28,28.7,34,33.6,34.4
2024-04-12T00:00:00Z,56,56,,80,80,,35.6,35.3,36,42.9,42.6,43.3
2024-04-12T06:00:00Z,58,58,,79,79,,37.5,37,37.9,45,44.5,45.6
2024-04-12T12:00:00Z,54,54,,82,82,,40.3,39.7,40.8,49.2,48.7,49.8
2024-04-12T18:00:00Z,43,43,,88,88,,23,22.6,23.4,26.4,26,26.8
2024-04-13T00:00:00Z,56,56,,79,79,,34.8,34.4,35.2,41.9,41.4,42.3
2024-04-13T06:00:00Z,61,61,,77,77,,37.3,36.9,37.7,44.6,44.2,45
2024-04-13T12:00:00Z,55,55,,81,81,,42.5,42,42.9,53.1,52.7,53.5
2024-04-13T18:00:00Z,45,45,,87,87,,17.7,17.3,18.1,20,19.6,20.4
2024-04-14T00:00:00Z,61,61,,77,77,,26.4,26,26.8,29.2,28.8,29.6
2024-04-14T06:00:00Z,67,67,,74,74,,36.9,36.6,37.2,45.7,45.5,46
2024-04-14T12:00:00Z,54,54,,82,82,,40.1,39.6,40.5,50,49.7,50.3
2024-04-14T18:00:00Z,44,44,,88,88,,18.5,18.3,18.8,20.9,20.6,21.2
2024-04-15T00:00:00Z,62,62,,76,76,,24.9,24.4,25.3,27.6,27.1,28.1
2024-04-15T06:00:00Z,63,63,,76,76,,41,40.5,41.4,50.7,50.3,51.1
2024-04-15T12:00:00Z,58,58,,79,79,,38.2,37.7,38.7,48.8,48.4,49.1
2024-04-15T18:00:00Z,48,48,,84,84,,14.1,13.5,14.7,17.6,17.1,18.1
2024-04-16T00:00:00Z,61,61,,75,75,,18.8,18.3,19.3,22.2,21.8,22.6
2024-04-16T06:00:00Z,66,66,,73,73,,36.7,36.3,37.1,45.6,45.3,45.9
2024-04-16T12:00:00Z,59,59,,77,77,,43.1,42.7,43.5,54.1,53.7,54.6
2024-04-16T18:00:00Z,49,49,,83,83,,33.8,33.4,34.1,40.8,40.5,41.2
2024-04-17T00:00:00Z,63,63,,74,74,,38.5,38.1,38.9,47.2,46.8,47.5
2024-04-17T06:00:00Z,66,66,,72,72,,47,46.5,47.5,60.5,60.1,60.9
2024-04-17T12:00:00Z,57,57,,78,78,,57.6,56.8,58.4,71.6,71.2,72
2024-04-17T18:00:00Z,47,47,,84,84,,34.7,34.3,35,41.9,41.6,42.3
2024-04-18T00:00:00Z,64,64,,73,73,,45.5,45,46.1,57.7,57.2,58.1
2024-04-18T06:00:00Z,65,65,,73,73,,49.5,48.9,50.1,65,64.8,65.3
2024-04-18T12:00:00Z,59,59,,76,76,,57.8,57,58.6,72.1,71.8,72.3
2024-04-18T18:00:00Z,52,52,,80,80,,29.6,29.2,29.9,35.3,35,35.6
2024-04-19T00:00:00Z,55,55,,78,78,,50.9,50.1,51.6,65.8,65.2,66.4
2024-04-19T06:00:00Z,59,59,,74,74,,50.5,49.9,51.1,64.2,63.7,64.7
2024-04-19T12:00:00Z,54,54,,79,79,,54,53.3,54.8,65.4,64.7,66
2024-04-19T18:00:00Z,44,44,,84,84,,24.5,24,25.1,28,27.5,28.6
2024-04-20T00:00:00Z,48,48,,81,81,,37.6,37.1,38.1,46.3,45.8,46.9
2024-04-20T06:00:00Z,54,54,,78,78,,41,40.5,41.5,51.2,50.6,51.8
2024-04-20T12:00:00Z,49,49,,82,82,,42.2,41.6,42.8,50.3,49.8,50.9
2024-04-20T18:00:00Z,42,42,,86,86,,16.3,16,16.6,18.3,18,18.6
2024-04-21T00:00:00Z,52,52,,79,79,,32.9,32.4,33.5,39.6,38.9,40.2
2024-04-21T06:00:00Z,54,54,,78,78,,31.6,31.1,32.1,37.5,37,38
2024-04-21T12:00:00Z,51,51,,82,82,,42.5,41.9,43.1,52,51.5,52.6
2024-04-21T18:00:00Z,44,44,,87,87,,17.4,17,17.9,19.4,18.9,19.8
2024-04-22T00:00:00Z,50,50,,82,82,,30,29.6,30.5,35.4,34.9,35.9
2024-04-22T06:00:00Z,52,52,,80,80,,26,25.4,26.5,29.6,29.1,30.1
2024-04-22T12:00:00Z,45,45,,86,86,,50.3,49.6,51.1,60.3,59.7,60.9
2024-04-22T18:00:00Z,44,44,,88,88,,21.3,20.8,21.9,24.5,24,25
2024-04-23T00:00:00Z,61,61,,77,77,,27.7,27,28.3,31.7,31.1,32.3
2024-04-23T06:00:00Z,64,64,,76,76,,37.3,36.7,37.9,45.6,45,46.3
2024-04-23T12:00:00Z,58,58,,79,79,,48.6,47.9,49.3,60.8,60.4,61.3
2024-04-23T18:00:00Z,49,49,,84,84,,26.4,25.7,27,30,29.2,30.7
2024-04-24T00:00:00Z,61,61,,76,76,,34.7,34.1,35.2,41.9,41.2,42.6
2024-04-24T06:00:00Z,66,66,,74,74,,38.6,38,39.2,47.9,47.3,48.6
2024-04-24T12:00:00Z,60,60,,78,78,,45.5,44.9,46.1,57.6,57.1,58.2
2024-04-24T18:00:00Z,53,53,,80,80,,33.9,33.4,34.4,40.4,39.9,41
2024-04-25T00:00:00Z,65,65,,73,73,,30.6,30.1,31.2,35.4,34.8,36
2024-04-25T06:00:00Z,64,64,,74,74,,38.9,38.3,39.4,48,47.4,48.5
2024-04-25T12:00:00Z,60,60,,77,77,,32.3,31.8,32.9,39,38.4,39.6
2024-04-25T18:00:00Z,53,53,,80,80,,38.9,38.3,39.6,44.3,43.5,45
2024-04-26T00:00:00Z,59,59,,76,76,,43.3,42.7,43.8,54.2,53.5,54.8
2024-04-26T06:00:00Z,61,61,,75,75,,46.9,46.2,47.6,58.7,58,59.3
2024-04-26T12:00:00Z,56,56,,79,79,,61.4,60.1,62.6,72.9,72.1,73.7
2024-04-26T18:00:00Z,49,49,,83,83,,29.7,29.2,30.3,34.4,33.8,35
2024-04-27T00:00:00Z,60,60,,77,77,,38.4,37.7,39.1,46.9,46.1,47.6
2024-04-27T06:00:00Z,62,62,,75,75,,38.5,37.8,39.2,46.4,45.5,47.2
2024-04-27T12:00:00Z,53,53,,81,81,,62,60.9,63.1,73.6,72.7,74.5
2024-04-27T18:00:00Z,46,46,,84,84,,29.4,28.8,30,34.7,34,35.4
2024-04-28T00:00:00Z,57,57,,77,77,,34.4,33.7,35,41.2,40.5,41.9
2024-04-28T06:00:00Z,63,63,,74,74,,37.8,37.2,38.3,46.2,45.6,46.8
2024-04-28T12:00:00Z,55,55,,79,79,,44.9,44.1,45.6,52.5,51.8,53.3
2024-04-28T18:00:00Z,48,48,,84,84,,18.4,18,18.9,20.8,20.5,21.2
2024-04-29T00:00:00Z,63,63,,75,75,,36.3,35.6,37,42.8,41.9,43.7
2024-04-29T06:00:00Z,64,64,,74,74,,40.6,39.9,41.2,48.3,47.6,49
2024-04-29T12:00:00Z,58,58,,78,78,,48.3,47.7,48.8,61.9,61.4,62.3
2024-04-29T18:00:00Z,48,48,,83,83,,26.2,25.7,26.7,30.6,30.1,31.1
2024-04-30T00:00:00Z,54,54,,79,79,,39.5,38.8,40.2,49.9,49.2,50.6
2024-04-30T06:00:00Z,63,63,,76,76,,35.1,34.4,35.8,42.6,41.9,43.2
2024-04-30T12:00:00Z,57,57,,79,79,,39.4,38.8,40,48.5,47.9,49
2024-04-30T18:00:00Z,48,48,,83,83,,19.8,19.4,20.2,23.2,23,23.5
2024-05-01T00:00:00Z,61,61,,75,75,,25.4,24.8,26.1,29.2,28.7,29.7
2024-05-01T06:00:00Z,64,64,,74,74,,37.6,37,38.2,46.5,45.9,47.1
2024-05-01T12:00:00Z,59,59,,77,77,,47.2,46.6,47.8,60.2,59.7,60.7
2024-05-01T18:00:00Z,53,53,,81,81,,27.8,27.2,28.4,31.4,30.6,32.1
2024-05-02T00:00:00Z,66,66,,73,73,,41,40.4,41.6,50.4,49.7,51.1
2024-05-02T06:00:00Z,65,65,,73,73,,42.1,41.6,42.6,53.4,52.9,53.9
2024-05-02T12:00:00Z,64,64,,74,74,,35.5,34.9,36.2,43.1,42.5,43.7
2024-05-02T18:00:00Z,56,56,,78,78,,34,33.5,34.6,41.4,40.8,42
2024-05-03T00:00:00Z,67,67,,72,72,,43.7,43,44.3,56.2,55.7,56.7
2024-05-03T06:00:00Z,67,67,,72,72,,29.7,29,30.3,34.8,34.1,35.5
2024-05-03T12:00:00Z,65,65,,74,74,,36.9,36.3,37.5,44.3,43.6,45
2024-05-03T18:00:00Z,56,56,,77,77,,36.3,35.8,36.8,43.5,42.8,44.1
2024-05-04T00:00:00Z,67,67,,72,72,,43.3,42.7,43.8,54.7,54.1,55.2
2024-05-04T06:00:00Z,68,68,,71,71,,43.1,42.5,43.7,56.2,55.8,56.7
2024-05-04T12:00:00Z,62,62,,75,75,,30.5,29.9,31,36.7,36.3,37.1
2024-05-04T18:00:00Z,51,51,,80,80,,21.3,20.8,21.8,23.8,23.5,24.2
2024-05-05T00:00:00Z,65,65,,72,72,,51.2,50.3,52.2,64.5,64,64.9
2024-05-05T06:00:00Z,67,67,,71,71,,52.8,51.6,53.9,69.3,68.7,69.9
2024-05-05T12:00:00Z,63,63,,74,74,,46.1,45.3,46.8,59.8,59,60.5
2024-05-05T18:00:00Z,55,55,,77,77,,46.1,45.5,46.7,57.8,57.3,58.2
2024-05-06T00:00:00Z,64,64,,71,71,,51,50.2,51.7,63.4,62.7,64.1
2024-05-06T06:00:00Z,66,66,,70,70,,45.3,44.6,46,56,55.5,56.5
2024-05-06T12:00:00Z,60,60,,75,75,,57.8,56.9,58.7,71.9,71.4,72.4
2024-05-06T18:00:00Z,56,56,,76,76,,39.7,39.2,40.2,49.4,49,49.8
2024-05-07T00:00:00Z,63,63,,72,72,,35.7,35.2,36.2,42.8,42.1,43.4
2024-05-07T06:00:00Z,66,66,,70,70,,43.6,43.2,44,55.2,54.8,55.6
2024-05-07T12:00:00Z,61,61,,74,74,,57.4,56.8,57.9,71.5,71.5,71.5
2024-05-07T18:00:00Z,57,57,,76,76,,39.5,39.1,39.8,47.8,47.2,48.4
2024-05-08T00:00:00Z,66,66,,71,71,,41.9,41.5,42.3,51.8,51.3,52.3
2024-05-08T06:00:00Z,66,66,,71,71,,47,46.6,47.3,60.6,60.4,60.9
2024-05-08T12:00:00Z,63,63,,73,73,,48,47.5,48.6,62.1,61.8,62.3
2024-05-08T18:00:00Z,52,52,,79,79,,40.6,40.4,40.8,52.8,52.9,52.7
2024-05-09T12:00:00Z,56,56,,76,76,,33.7,33.1,34.2,40.2,39.5,40.9
2024-05-09T18:00:00Z,51,51,,79,79,,34.7,34.1,35.3,40.8,40.3,41.4
2024-05-10T00:00:00Z,61,61,,72,72,,54.9,54.1,55.7,69.3,68.7,69.8
2024-05-10T06:00:00Z,64,64,,71,71,,58.8,57.7,59.9,73.6,73,74.2
2024-05-10T12:00:00Z,55,55,,77,77,,53.5,52.4,54.6,64.8,63.8,65.8
2024-05-10T18:00:00Z,47,47,,81,81,,26.7,25.9,27.4,31.4,30.6,32.1
2024-05-11T00:00:00Z,56,56,,75,75,,36.5,35.8,37.1,44.2,43.4,45
2024-05-11T06:00:00Z,61,61,,72,72,,37,36.4,37.6,45.4,44.7,46.1
2024-05-11T12:00:00Z,55,55,,77,77,,54.1,52.9,55.3,62.6,61.4,63.7
2024-05-11T18:00:00Z,44,44,,83,83,,28.3,27.6,29,33.2,32.6,33.8
2024-07-01T12:00:00Z,74,74,,66,66,,29.8,29.5,30.1,33.6,33,34.1
2024-07-01T18:00:00Z,67,67,,66,66,,26.6,25.9,27.4,30.2,29.4,31
2024-07-02T00:00:00Z,69,69,,65,65,,40.5,40.2,40.8,49.8,49.5,50.1
2024-07-02T06:00:00Z,71,71,,64,64,,43.3,43,43.5,56.7,56.9,56.5
2024-07-02T12:00:00Z,71,71,,65,65,,52.8,52.5,53.1,71.3,72,70.7
2024-07-02T18:00:00Z,68,68,,66,66,,43.4,42.8,44,55.9,55.5,56.4
2024-07-03T00:00:00Z,72,72,,64,64,,47.6,46.6,48.6,62.5,61.6,63.3
